name,sport,nationality,sex,date_of_birth,age (at start of games),height,weight
Anass Houssein,judo,DJI,male,10/01/1995,21.6,1.75,66
Golan Pollack,judo,ISR,male,10/09/1991,24.9,1.75,66
Woongtae Jun,modern pentathlon,KOR,male,01/08/1995,21,1.75,66
Igor Mogne,aquatics,MOZ,male,01/08/1996,20,1.75,66
Linda Sembrant,football,SWE,female,15/05/1987,29.2,1.75,66
Sue Bird,basketball,USA,female,16/10/1980,35.8,1.75,66
Rosane Sibele Budag,shooting,BRA,female,27/08/1973,43,1.74,66
Duanbin Ma,judo,CHN,male,28/03/1990,26.4,1.74,66
Nickiesha Wilson,athletics,JAM,female,28/07/1986,30,1.74,66
Changhoon Kwon,football,KOR,male,30/06/1994,22.1,1.74,66
Samantha Charlton,hockey,NZL,female,07/12/1991,24.7,1.74,66
Victoria Esson,football,NZL,female,06/03/1991,25.4,1.74,66
Marcelo Aguirre,table tennis,PAR,male,21/01/1993,23.6,1.74,66
Miguel Tabuena,golf,PHI,male,13/10/1994,21.8,1.74,66
Aleksandra Socha,fencing,POL,female,30/03/1982,34.4,1.74,66
Yuliya Tarasova,athletics,UZB,female,13/03/1986,30.4,1.74,66
Ana Gallay,volleyball,ARG,female,16/01/1986,30.6,1.73,66
Kirstin Dwyer,hockey,AUS,female,15/03/1989,27.4,1.73,66
Uladzislau Hancharou,gymnastics,BLR,male,02/12/1995,20.7,1.73,66
Sandrine Mainville,aquatics,CAN,female,20/03/1992,24.4,1.73,66
Fa Quan Bai,triathlon,CHN,male,18/03/1986,30.4,1.73,66
Yeison Rivas,athletics,COL,male,24/09/1987,28.9,1.73,66
Anna Kasprzak,equestrian,DEN,female,08/12/1989,26.7,1.73,66
Gustavo Cuesta,athletics,DOM,male,14/11/1988,27.7,1.73,66
Wander Mateo,judo,DOM,male,24/12/1989,26.6,1.73,66
Claudio Castilla Ruiz,equestrian,ESP,male,30/05/1983,33.2,1.73,66
Leah Nugent,athletics,JAM,female,23/11/1992,23.7,1.73,66
Kanami Tashiro,volleyball,JPN,female,25/03/1991,25.4,1.73,66
Yuichi Sugita,tennis,JPN,male,18/09/1988,27.9,1.73,66
Mira Park,handball,KOR,female,20/04/1987,29.3,1.73,66
Imad Bassou,judo,MAR,male,04/07/1993,23.1,1.73,66
Angela Malestein,handball,NED,female,31/01/1993,23.5,1.73,66
Amber Hearn,football,NZL,female,28/11/1984,31.7,1.73,66
Craig Miller,wrestling,NZL,male,10/06/1985,31.2,1.73,66
Stacey Michelsen,hockey,NZL,female,18/02/1991,25.5,1.73,66
Salome Kora,athletics,SUI,female,08/06/1994,22.2,1.73,66
Oleksandr Gorshkovozov,aquatics,UKR,male,18/07/1991,25.1,1.73,66
Paige Railey,sailing,USA,female,15/05/1987,29.2,1.73,66
Abderrahmane Mansouri,cycling,ALG,male,13/01/1995,21.6,1.72,66
Andrey Likhovitskiy,gymnastics,BLR,male,23/06/1986,30.1,1.72,66
Ina Nikulina,rowing,BLR,female,23/02/1995,21.5,1.72,66
Michelle Li,badminton,CAN,female,03/11/1991,24.8,1.72,66
Isabella Echeverri,football,COL,female,16/06/1994,22.2,1.72,66
Sugoi Uriarte,judo,ESP,male,14/05/1984,32.2,1.72,66
Brigitte Ntiamoah,athletics,FRA,female,05/03/1994,22.4,1.72,66
Karine Icher,golf,FRA,female,26/01/1979,37.6,1.72,66
Sonia Malavisi,athletics,ITA,female,31/10/1994,21.8,1.72,66
Joaquim Lobo,canoe,MOZ,male,06/01/1995,21.6,1.72,66
Mussa Chamaune,canoe,MOZ,male,19/08/1992,24,1.72,66
Marloes Keetels,hockey,NED,female,04/05/1993,23.3,1.72,66
Maja Siegenthaler,sailing,SUI,female,11/11/1992,23.7,1.72,66
Caitlin Cooper,football,AUS,female,12/02/1988,28.5,1.71,66
Rasul Chunayev,wrestling,AZE,male,07/01/1991,25.6,1.71,66
Jasper Lefevere,judo,BEL,male,13/07/1988,28.1,1.71,66
Lotte Kopecky,cycling,BEL,female,10/11/1995,20.8,1.71,66
Andres Ducasse,sailing,CHI,male,24/06/1992,24.1,1.71,66
Paula Medin,rugby sevens,ESP,female,17/06/1984,32.2,1.71,66
Grace Zaadi Deuna,handball,FRA,female,07/07/1993,23.1,1.71,66
Aimee Willmott,aquatics,GBR,female,26/02/1993,23.5,1.71,66
Rebecca James,cycling,GBR,female,29/11/1991,24.7,1.71,66
Martyna Trajdos,judo,GER,female,05/04/1989,27.4,1.71,66
Stian Skjerahaug,gymnastics,NOR,male,08/03/1992,24.4,1.71,66
Georgii Zantaraia,judo,UKR,male,21/10/1987,28.8,1.71,66
Briana Provancha,sailing,USA,female,25/04/1989,27.3,1.71,66
Tarek Aziz Benaissa,wrestling,ALG,male,07/04/1991,25.3,1.7,66
Dzmitry Shershan,judo,BLR,male,28/12/1988,27.6,1.7,66
Miguel Martinez Palacio,wrestling,CUB,male,23/03/1991,25.4,1.7,66
Yorgelis Rodriguez,athletics,CUB,female,25/01/1995,21.5,1.7,66
Henriette Hansen,canoe,DEN,female,15/04/1982,34.3,1.7,66
Andres Chocho,athletics,ECU,male,04/11/1983,32.8,1.7,66
Carolle Zahi,athletics,FRA,female,12/06/1994,22.2,1.7,66
Shmagi Bolkvadze,wrestling,GEO,male,26/07/1994,22,1.7,66
Anneisha McLaughlin-Whilby,athletics,JAM,female,06/01/1986,30.6,1.7,66
Masashi Ebinuma,judo,JPN,male,15/02/1990,26.5,1.7,66
Ruslan Tsarev,wrestling,KGZ,male,16/07/1991,25.1,1.7,66
Nicole Beukers,rowing,NED,female,07/10/1990,25.8,1.7,66
Karen Riveros,aquatics,PAR,female,04/12/1994,21.7,1.7,66
Tatiana Barsuk,shooting,RUS,female,22/02/1985,31.5,1.7,66
Davor Stefanek,wrestling,SRB,male,12/09/1985,30.9,1.7,66
Courtney Thompson,volleyball,USA,female,04/11/1984,31.8,1.7,66
Joe Mahit,judo,VAN,male,17/07/1992,24.1,1.7,66
Mathews Punza,judo,ZAM,male,27/04/1988,28.3,1.7,66
Gemma Etheridge,rugby sevens,AUS,female,01/12/1986,29.7,1.69,66
Begona Gumucio,sailing,CHI,female,14/01/1992,24.6,1.69,66
Isabell Werth,equestrian,GER,female,21/07/1969,47.1,1.69,66
Zhansay Smagulov,judo,KAZ,male,26/09/1992,23.9,1.69,66
Baul An,judo,KOR,male,25/03/1994,22.4,1.69,66
Mariah Williams,hockey,AUS,female,31/05/1995,21.2,1.68,66
Nicole Beck,rugby sevens,AUS,female,28/05/1988,28.2,1.68,66
Bernardo Baloyes,athletics,COL,male,06/01/1994,22.6,1.68,66
Yirisleydi Ford,athletics,CUB,female,18/08/1991,25,1.68,66
Danish Mujtaba,hockey,IND,male,20/12/1988,27.6,1.68,66
Sojeong Yu,handball,KOR,female,04/06/1996,20.2,1.68,66
Jeffrey Wammes,gymnastics,NED,male,24/04/1987,29.3,1.68,66
Jasmine Pereira,football,NZL,female,20/07/1996,20.1,1.68,66
Nikita Shleikher,aquatics,RUS,male,10/06/1998,18.2,1.68,66
Rishod Sobirov,judo,UZB,male,11/09/1986,29.9,1.68,66
Camilla Cedercreutz,sailing,FIN,female,31/01/1993,23.5,1.67,66
Samir Ait Said,gymnastics,FRA,male,01/11/1989,26.8,1.67,66
Vazha Margvelashvili,judo,GEO,male,03/10/1993,22.9,1.67,66
Winston George,athletics,GUY,male,19/05/1987,29.2,1.67,66
Natasha Hansen,cycling,NZL,female,15/11/1989,26.7,1.67,66
Ons Jabeur,tennis,TUN,female,28/08/1994,22,1.67,66
Ying Suet Tse,badminton,HKG,female,09/11/1991,24.8,1.66,66
Noriko Taniguchi,rugby sevens,JPN,female,07/09/1992,23.9,1.66,66
Julieta Toledo,fencing,MEX,female,24/05/1997,19.2,1.66,66
Mikhail Puliaev,judo,RUS,male,22/06/1987,29.1,1.66,66
Houd Zourdani,judo,ALG,male,17/10/1993,22.8,1.65,66
Ana Marcela Cunha,aquatics,BRA,female,23/03/1992,24.4,1.65,66
Yulenmis Aguilar,athletics,CUB,female,03/08/1996,20,1.65,66
Sara Lopez Ravetllat,sailing,ESP,female,29/11/1992,23.7,1.65,66
Islam-Beka Albiev,wrestling,RUS,male,28/12/1988,27.6,1.65,66
Marina Sudakova,handball,RUS,female,17/02/1989,27.5,1.65,66
Yasemin Anagoz,archery,TUR,female,14/10/1998,17.8,1.65,66
Alexis Soto,football,ARG,male,20/10/1993,22.8,1.64,66
Nijat Shikhalizada,judo,AZE,male,12/10/1988,27.8,1.64,66
Yu Luo,badminton,CHN,female,11/01/1991,25.6,1.64,66
Clarisse Agbegnenou,judo,FRA,female,25/10/1992,23.8,1.64,66
Charles Chibana,judo,BRA,male,11/09/1989,26.9,1.63,66
Rose Thomas,rugby sevens,FRA,female,29/11/1988,27.7,1.63,66
Kate Richardson-Walsh,hockey,GBR,female,09/05/1980,36.3,1.61,66
Adham Ahmed Saleh Kahk,wrestling,EGY,male,27/06/1993,23.1,1.6,66
Kristina Vogel,cycling,GER,female,10/11/1990,25.8,1.6,66
Fabio Basile,judo,ITA,male,07/10/1994,21.8,1.6,66
Yu Wang,athletics,CHN,male,18/08/1991,25,1.9,65
Emelda Piata Zessi,volleyball,CMR,female,08/04/1997,19.3,1.9,65
David Torrence,athletics,PER,male,26/11/1985,30.7,1.9,65
Mutaz Essa Barshim,athletics,QAT,male,24/06/1991,25.1,1.9,65
Richard Varga,triathlon,SVK,male,28/01/1989,27.5,1.88,65
Evan Jager,athletics,USA,male,08/03/1989,27.4,1.88,65
Hassan Mead,athletics,USA,male,28/06/1991,25.1,1.88,65
Adenizia da Silva,volleyball,BRA,female,18/12/1986,29.7,1.87,65
Evan Dunfee,athletics,CAN,male,28/09/1990,25.9,1.86,65
Jorinde Verwimp,equestrian,BEL,female,10/11/1994,21.8,1.85,65
Sheilla Castro de Paula Blassioli,volleyball,BRA,female,01/07/1983,33.1,1.85,65
Mitko Tsenov,athletics,BUL,male,13/06/1993,23.2,1.85,65
Saori Kimura,volleyball,JPN,female,19/08/1986,30,1.85,65
Daly Santana,volleyball,PUR,female,19/02/1995,21.5,1.85,65
Musaeb Abdulrahman Balla,athletics,QAT,male,19/03/1989,27.4,1.85,65
Chris Anker Sorensen,cycling,DEN,male,05/09/1984,31.9,1.84,65
Hederson Estefani,athletics,BRA,male,11/09/1991,24.9,1.83,65
Abraham Kipchirchir Rotich,athletics,BRN,male,26/09/1993,22.9,1.83,65
Luis Charles,athletics,DOM,male,03/12/1998,17.7,1.83,65
Fabio Aru,cycling,ITA,male,03/07/1990,26.1,1.83,65
Jennifer Suhr,athletics,USA,female,05/02/1982,34.5,1.83,65
Ruslan Kurbanov,athletics,UZB,male,10/02/1993,23.5,1.83,65
Eleanor Patterson,athletics,AUS,female,22/05/1996,20.2,1.82,65
Joao Victor Marcari Oliva,equestrian,BRA,male,02/02/1996,20.5,1.82,65
Qiuyue Wei,volleyball,CHN,female,26/09/1988,27.9,1.82,65
Youngsik Jeoung,table tennis,KOR,male,20/01/1992,24.6,1.82,65
Rhydian Cowley,athletics,AUS,male,04/01/1991,25.6,1.81,65
Michael Kalomiris,athletics,GRE,male,09/10/1986,29.8,1.81,65
Horacio Nava,athletics,MEX,male,20/01/1982,34.6,1.81,65
Jose Joao Pimenta Costa Mendes,cycling,POR,male,24/04/1985,31.3,1.81,65
Sofie Skoog,athletics,SWE,female,07/06/1990,26.2,1.81,65
Madeline Musselman,aquatics,USA,female,16/06/1998,18.2,1.81,65
Nikol Merizaj,aquatics,ALB,female,07/08/1998,18,1.8,65
Jack Bobridge,cycling,AUS,male,13/07/1989,27.1,1.8,65
Youxue Mo,athletics,CHN,male,10/02/1996,20.5,1.8,65
Sarah Michel,basketball,FRA,female,10/01/1989,27.6,1.8,65
Sosthene Moguenara,athletics,GER,female,17/10/1989,26.8,1.8,65
Mirsamad Pourseyedigolakhour,cycling,IRI,male,15/10/1985,30.8,1.8,65
Alice Mizzau,aquatics,ITA,female,18/03/1993,23.4,1.8,65
Erika Ferraioli,aquatics,ITA,female,23/03/1986,30.4,1.8,65
Margherita Panziera,aquatics,ITA,female,12/08/1995,21,1.8,65
Xaysa Anousone,athletics,LAO,male,20/03/1994,22.4,1.8,65
Brandon Stone,golf,RSA,male,20/04/1993,23.3,1.8,65
Tjasa Oder,aquatics,SLO,female,22/06/1994,22.1,1.8,65
Hao-Ching Chan,tennis,TPE,female,19/09/1993,22.9,1.8,65
Ben St Lawrence,athletics,AUS,male,07/11/1981,34.8,1.79,65
Ivona Dadic,athletics,AUT,female,29/12/1993,22.6,1.79,65
Stefan Denifl,cycling,AUT,male,20/09/1987,28.9,1.79,65
Alena Furman,rowing,BLR,female,08/05/1991,25.3,1.79,65
Iryna Vaskouskaya,athletics,BLR,female,02/04/1991,25.4,1.79,65
Kimberly Hyacinthe,athletics,CAN,female,28/03/1989,27.4,1.79,65
Leonardo Chacon,triathlon,CRC,male,29/06/1984,32.1,1.79,65
Caroline Wozniacki,tennis,DEN,female,11/07/1990,26.1,1.79,65
Lorraine Ugen,athletics,GBR,female,22/08/1991,25,1.79,65
V. Sindhu Pusarla,badminton,IND,female,05/07/1995,21.1,1.79,65
Damiano Caruso,cycling,ITA,male,12/10/1987,28.8,1.79,65
Federica Pellegrini,aquatics,ITA,female,05/08/1988,28,1.79,65
Repo Malepe,football,RSA,male,18/02/1997,19.5,1.79,65
Chia-Chia Chuang,taekwondo,TPE,female,14/05/1989,27.2,1.79,65
Messala Merbah,football,ALG,male,22/07/1994,22.1,1.78,65
Taylor McKeown,aquatics,AUS,female,17/03/1995,21.4,1.78,65
Bruna,football,BRA,female,16/10/1985,30.8,1.78,65
Tsvetana Pironkova,tennis,BUL,female,13/09/1987,28.9,1.78,65
Nikola Girke,sailing,CAN,female,30/12/1977,38.6,1.78,65
Phylicia George,athletics,CAN,female,16/11/1987,28.7,1.78,65
Yihan Wang,badminton,CHN,female,18/01/1988,28.6,1.78,65
Carlos Alberto Ramirez Yepes,cycling,COL,male,12/03/1994,22.4,1.78,65
Lukas Gdula,athletics,CZE,male,06/12/1991,24.7,1.78,65
Andreas Bube,athletics,DEN,male,13/07/1987,29.1,1.78,65
Laura Glauser,handball,FRA,female,20/08/1993,23,1.78,65
Carolin Schafer,athletics,GER,female,05/12/1991,24.7,1.78,65
Camille Cheng,aquatics,HKG,female,09/05/1993,23.3,1.78,65
Hrafnhildur Luthersdottir,aquatics,ISL,female,02/08/1991,25,1.78,65
Diego Rosa,cycling,ITA,male,27/03/1989,27.4,1.78,65
Ignacio Prado,cycling,MEX,male,21/09/1993,22.9,1.78,65
Ping Li,table tennis,QAT,male,18/05/1986,30.2,1.78,65
Silvija Popovic,volleyball,SRB,female,15/03/1986,30.4,1.78,65
Sebastien Reichenbach,cycling,SUI,male,28/05/1989,27.2,1.78,65
Amanda Ilestedt,football,SWE,female,17/01/1993,23.6,1.78,65
Maria Ulitina,badminton,UKR,female,05/11/1991,24.8,1.78,65
Jared Ward,athletics,USA,male,09/09/1988,27.9,1.78,65
Robby Andrews,athletics,USA,male,29/03/1991,25.4,1.78,65
Kineke Alexander,athletics,VIN,female,21/02/1986,30.5,1.78,65
Jie Chen,aquatics,CHN,female,28/02/1995,21.4,1.77,65
Julie Kepp Jensen,aquatics,DEN,female,03/01/2000,16.6,1.77,65
Nicolai Poulsen,football,DEN,male,15/08/1993,23,1.77,65
Vincent Luis,triathlon,FRA,male,27/06/1989,27.1,1.77,65
Daniele Garozzo,fencing,ITA,male,04/08/1992,24,1.77,65
Elisa di Francisca,fencing,ITA,female,12/12/1982,33.7,1.77,65
Simona Frapporti,cycling,ITA,female,14/07/1988,28.1,1.77,65
Franklin Gomez,wrestling,PUR,male,05/08/1986,30,1.77,65
Wayne Snyman,athletics,RSA,male,08/03/1985,31.4,1.77,65
Dmitrii Ushakov,gymnastics,RUS,male,15/08/1988,28,1.77,65
Ned Justeen Azemia,athletics,SEY,male,21/08/1997,19,1.77,65
Abdalla Targan,athletics,SUD,male,28/09/1996,19.9,1.77,65
Sascia Kraus,aquatics,SUI,female,03/03/1993,23.4,1.77,65
Salim Keddar,athletics,ALG,male,13/11/1993,22.7,1.76,65
Victoria Crivelli,handball,ARG,female,30/09/1990,25.9,1.76,65
Flavia de Lima,athletics,BRA,female,01/07/1993,23.1,1.76,65
Ruth Marie Christelle Gbagbi,taekwondo,CIV,female,07/02/1994,22.5,1.76,65
Yosiry Urrutia,athletics,COL,female,26/06/1986,30.1,1.76,65
Pierre Le Corre,triathlon,FRA,male,03/02/1990,26.5,1.76,65
Gabriele Rossetti,shooting,ITA,male,07/03/1995,21.4,1.76,65
Shermaine Williams,athletics,JAM,female,04/02/1990,26.5,1.76,65
Koki Saito,equestrian,JPN,male,16/09/1989,26.9,1.76,65
Yuki Matsushita,athletics,JPN,male,09/09/1991,24.9,1.76,65
Hye Seon Yeum,volleyball,KOR,female,03/02/1991,25.5,1.76,65
Colleen Furgeson,aquatics,MHL,female,21/11/1998,17.7,1.76,65
Asenathi Jim,sailing,RSA,male,26/01/1992,24.5,1.76,65
Ting Wen Quah,aquatics,SIN,female,18/08/1992,24,1.76,65
Ivana Spanovic,athletics,SRB,female,10/05/1990,26.3,1.76,65
Olfa Charni,shooting,TUN,female,24/05/1980,36.2,1.76,65
Liudmyla Kichenok,tennis,UKR,female,20/07/1992,24.1,1.76,65
Christina Epps,athletics,USA,female,20/06/1991,25.1,1.76,65
Greg Billington,triathlon,USA,male,30/05/1989,27.2,1.76,65
Matthew Centrowitz,athletics,USA,male,18/10/1989,26.8,1.76,65
Timothy Wang,table tennis,USA,male,17/08/1991,25,1.76,65
Amine Belferar,athletics,ALG,male,16/02/1991,25.5,1.75,65
Yassine Hethat,athletics,ALG,male,30/08/1991,25,1.75,65
Elke Karsten,handball,ARG,female,15/05/1995,21.2,1.75,65
Blair Evans,aquatics,AUS,female,03/04/1991,25.4,1.75,65
Danielle Kettlewell,aquatics,AUS,female,17/11/1992,23.7,1.75,65
Gracie Elvin,cycling,AUS,female,31/10/1988,27.8,1.75,65
Lydia Williams,football,AUS,female,13/05/1988,28.2,1.75,65
Scott Bowden,cycling,AUS,male,04/04/1995,21.4,1.75,65
Damir Dzumhur,tennis,BIH,male,20/05/1992,24.2,1.75,65
Salem Eid Yaqoob,athletics,BRN,male,01/03/1996,20.4,1.75,65
Xuerui Li,badminton,CHN,female,24/01/1991,25.5,1.75,65
Ying Lu,aquatics,CHN,female,22/01/1989,27.6,1.75,65
Zangjun Xu,sailing,CHN,male,06/02/1992,24.5,1.75,65
Line Kjaersfeldt,badminton,DEN,female,20/04/1994,22.3,1.75,65
Hamada Mohamed,athletics,EGY,male,22/10/1992,23.8,1.75,65
Seham Elsawalhy,taekwondo,EGY,female,14/04/1991,25.3,1.75,65
Jeremy Monnier,shooting,FRA,male,05/05/1989,27.3,1.75,65
Mickael-Meba Zeze,athletics,FRA,male,19/05/1994,22.2,1.75,65
Kate French,modern pentathlon,GBR,female,11/02/1991,25.5,1.75,65
Claudia Rath,athletics,GER,female,25/04/1986,30.3,1.75,65
Anna Korakaki,shooting,GRE,female,08/04/1996,20.3,1.75,65
Flora Molnar,aquatics,HUN,female,02/03/1998,18.4,1.75,65
Tamas Toth,triathlon,HUN,male,29/05/1989,27.2,1.75,65
Bryan Keane,triathlon,IRL,male,20/08/1980,36,1.75,65
Ron Darmon,triathlon,ISR,male,30/10/1992,23.8,1.75,65
Martina de Memme,aquatics,ITA,female,07/08/1991,25,1.75,65
Kazuto Doi,sailing,JPN,male,17/03/1992,24.4,1.75,65
Sanae Motokawa,basketball,JPN,female,02/04/1992,24.4,1.75,65
Ray Bassil,shooting,LIB,female,20/10/1988,27.8,1.75,65
Lisanne de Witte,athletics,NED,female,10/09/1992,23.9,1.75,65
Uhunoma Osazuwa,athletics,NGR,female,23/11/1987,28.7,1.75,65
Tjasa Pintar,aquatics,SLO,female,15/02/1997,19.5,1.75,65
Dajana Butulija,basketball,SRB,female,23/02/1986,30.5,1.75,65
Jelena Jankovic,tennis,SRB,female,28/02/1985,31.5,1.75,65
Kamolwan Chanyim,sailing,THA,female,03/01/1996,20.6,1.75,65
Alina Fodorova,athletics,UKR,female,31/07/1989,27,1.75,65
Andriy Kvyatkovskyy,wrestling,UKR,male,02/02/1990,26.5,1.75,65
Borys Shvets,sailing,UKR,male,20/08/1991,25,1.75,65
Cassio Rivetti,equestrian,UKR,male,20/02/1980,36.5,1.75,65
Nadiia Kichenok,tennis,UKR,female,20/07/1992,24.1,1.75,65
Ruvimbo Mutyavaviri,football,ZIM,female,08/12/1986,29.7,1.75,65
Matias Albarracin,equestrian,ARG,male,25/10/1979,36.8,1.74,65
Melissa Breen,athletics,AUS,female,17/09/1990,25.9,1.74,65
Corinna Kuhnle,canoe,AUT,female,04/07/1987,29.1,1.74,65
Jailma de Lima,athletics,BRA,female,31/12/1986,29.6,1.74,65
Rafael Alcantara,football,BRA,male,12/02/1993,23.5,1.74,65
Xiaoxia Li,table tennis,CHN,female,15/01/1988,28.6,1.74,65
Brigitte Merlano,athletics,COL,female,29/04/1982,34.3,1.74,65
Jose Leonardo Montana,athletics,COL,male,21/03/1992,24.4,1.74,65
Cecilia Berder,fencing,FRA,female,13/12/1989,26.7,1.74,65
Alexandra Popp,football,GER,female,06/04/1991,25.4,1.74,65
Manish Singh,athletics,IND,male,05/05/1991,25.3,1.74,65
Sei Muroya,football,JPN,male,05/04/1994,22.4,1.74,65
Joonyong Seo,cycling,KOR,male,14/03/1988,28.4,1.74,65
Lino Munoz,badminton,MEX,male,08/02/1991,25.5,1.74,65
Munkhzul Tsogbadrakh,shooting,MGL,female,28/02/1981,35.5,1.74,65
Bridgitte Ellen Hartley,canoe,RSA,female,14/07/1983,33.1,1.74,65
Johanna Larsson,tennis,SWE,female,17/08/1988,28,1.74,65
Alyssa Bull,canoe,AUS,female,01/12/1995,20.7,1.73,65
Lindsey Harding,basketball,BLR,female,12/06/1984,32.2,1.73,65
Kirsti Lay,cycling,CAN,female,07/04/1988,28.3,1.73,65
Chenglong Zhang,gymnastics,CHN,male,12/05/1989,27.3,1.73,65
Shuai Peng,tennis,CHN,female,08/01/1986,30.6,1.73,65
Thea Lafond,athletics,DMA,female,05/04/1994,22.4,1.73,65
Victor Estrella Burgos,tennis,DOM,male,02/08/1980,36,1.73,65
Jodie Williams,athletics,GBR,female,28/09/1993,22.9,1.73,65
Moritz Milatz,cycling,GER,male,24/06/1982,34.1,1.73,65
Han Na Gwon,handball,KOR,female,22/11/1989,26.7,1.73,65
Estavana Polman,handball,NED,female,05/08/1992,24,1.73,65
Eva Hovenkamp,athletics,NED,female,19/07/1996,20.1,1.73,65
Sharon van rouwendaal,aquatics,NED,female,09/09/1993,22.9,1.73,65
Laura Chiper,handball,ROU,female,21/08/1989,27,1.73,65
Evgenii Kuznetsov,aquatics,RUS,male,12/04/1990,26.3,1.73,65
Viktor Minibaev,aquatics,RUS,male,18/07/1991,25.1,1.73,65
Maria Ugolkova,aquatics,SUI,female,18/07/1989,27.1,1.73,65
Martin Tistan,athletics,SVK,male,12/11/1992,23.7,1.73,65
Alesha Widdall,hockey,USA,female,03/01/1990,26.6,1.73,65
Cammile Adams,aquatics,USA,female,11/09/1991,24.9,1.73,65
Kent Farrington,equestrian,USA,male,28/12/1980,35.6,1.73,65
Kiley Neushul,aquatics,USA,female,05/03/1993,23.4,1.73,65
Melanie Margalis,aquatics,USA,female,30/12/1991,24.6,1.73,65
Paige McPherson,taekwondo,USA,female,01/10/1990,25.9,1.73,65
Rachel Fattal,aquatics,USA,female,10/12/1993,22.7,1.73,65
Ekaterina Voronina,athletics,UZB,female,16/02/1992,24.5,1.73,65
Yoshua Shing,table tennis,VAN,male,20/06/1993,23.1,1.73,65
Charlotte Caslick,rugby sevens,AUS,female,09/03/1995,21.4,1.72,65
Aliaksandr Liakhovich,athletics,BLR,male,04/07/1989,27.1,1.72,65
Solonei da Silva,athletics,BRA,male,18/04/1982,34.3,1.72,65
Zhen Wang,cycling,CHN,male,26/06/1989,27.1,1.72,65
Alzbeta Dufkova,aquatics,CZE,female,19/04/1990,26.3,1.72,65
Carolina Marin,badminton,ESP,female,15/06/1993,23.2,1.72,65
Caroline Ladagnous,rugby sevens,FRA,female,22/09/1988,27.9,1.72,65
Chloe Bulleux,handball,FRA,female,18/11/1991,24.7,1.72,65
Marie Laure Delie,football,FRA,female,29/01/1988,28.5,1.72,65
Sebastien Martiny,gymnastics,FRA,male,27/02/1985,31.5,1.72,65
Nicola White,hockey,GBR,female,20/01/1988,28.6,1.72,65
Andreas Toba,gymnastics,GER,male,07/10/1990,25.8,1.72,65
Frank Chamizo Marquez,wrestling,ITA,male,10/07/1992,24.1,1.72,65
Silvia Sicouri,sailing,ITA,female,27/09/1987,28.9,1.72,65
Kazushige Kuboki,cycling,JPN,male,06/06/1989,27.2,1.72,65
Isiah Kiplangat Koech,athletics,KEN,male,19/12/1993,22.6,1.72,65
Seulchan Lee,football,KOR,male,15/08/1993,23,1.72,65
Nikolai Kuksenkov,gymnastics,RUS,male,02/06/1989,27.2,1.72,65
Mathias Fluckiger,cycling,SUI,male,27/09/1988,27.9,1.72,65
Nadine Zumkehr,volleyball,SUI,female,05/02/1985,31.5,1.72,65
Pauline Hammarlund,football,SWE,female,07/05/1994,22.3,1.72,65
Deniz Cinar,sailing,TUR,male,08/12/1984,31.7,1.72,65
Philipine van Aanholt,sailing,ARU,female,26/05/1992,24.2,1.71,65
Annette Edmondson,cycling,AUS,female,12/12/1991,24.7,1.71,65
William,football,BRA,male,03/04/1995,21.4,1.71,65
Heather Bansley,volleyball,CAN,female,13/09/1987,28.9,1.71,65
Sarah-Anne Brault,triathlon,CAN,female,01/12/1989,26.7,1.71,65
Jiajia Guo,hockey,CHN,female,06/06/1994,22.2,1.71,65
Xiyu Lin,golf,CHN,female,25/02/1996,20.5,1.71,65
Sebastian Morales,aquatics,COL,male,22/08/1994,22,1.71,65
Carlos Coloma Nicolas,cycling,ESP,male,28/09/1981,34.9,1.71,65
Laura Lopez Ventosa,aquatics,ESP,female,13/01/1988,28.6,1.71,65
Erwan le Pechoux,fencing,FRA,male,13/01/1982,34.6,1.71,65
Gauthier Klauss,canoe,FRA,male,17/12/1987,28.7,1.71,65
Yung-Jan Chan,tennis,TPE,female,17/08/1989,27,1.71,65
Helena Scutt,sailing,USA,female,15/06/1992,24.2,1.71,65
Sarah Hammer,cycling,USA,female,18/08/1983,33,1.71,65
Stuart McNay,sailing,USA,male,01/08/1981,35,1.71,65
Abdelraouf Benguit,football,ALG,male,05/04/1996,20.3,1.7,65
Katia Belabbas,sailing,ALG,female,01/02/1996,20.5,1.7,65
Miloud Rebiai,football,ALG,male,12/12/1993,22.7,1.7,65
Sofiane Bendebka,football,ALG,male,09/08/1992,24,1.7,65
Zakarya Haddouche,football,ALG,male,19/08/1993,23,1.7,65
Natalia Maria Bernardo,handball,ANG,female,25/12/1986,29.6,1.7,65
Devid Safaryan,wrestling,ARM,male,01/08/1989,27,1.7,65
Toghrul Asgarov,wrestling,AZE,male,17/09/1992,23.9,1.7,65
Adriana Moises,basketball,BRA,female,06/12/1978,37.7,1.7,65
Gustavo Tsuboi,table tennis,BRA,male,31/05/1985,31.2,1.7,65
Carline Muir,athletics,CAN,female,01/10/1987,28.9,1.7,65
Eric Lamaze,equestrian,CAN,male,17/04/1968,48.3,1.7,65
Erika Seltenreich-Hodgson,aquatics,CAN,female,24/04/1995,21.3,1.7,65
Kadeisha Buchanan,football,CAN,female,05/11/1995,20.8,1.7,65
